Reporter_Code,Reporter_Description,Partner_Code,Partner_Description,Indicator_Code,Indicator_Description,Flow_Code,Flow_Description,Year,Unit,Value,Flag,Source_Description,Note
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2007,Million USD,164,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2008,Million USD,209,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2009,Million USD,161,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2010,Million USD,177,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2011,Million USD,199,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2012,Million USD,207,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2013,Million USD,211,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2014,Million USD,221,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2015,Million USD,216,,OECD,
US,United States of America,SG,Singapore,SC1,Sea transport,X,Exports,2016,Million USD,217,,OECD,
US,United States of America,SI,Slovenia,SC1,Sea transport,X,Exports,2013,Million USD,16,,OECD,
US,United States of America,SI,Slovenia,SC1,Sea transport,X,Exports,2014,Million USD,12,,OECD,
US,United States of America,SI,Slovenia,SC1,Sea transport,X,Exports,2015,Million USD,20,,OECD,
US,United States of America,SI,Slovenia,SC1,Sea transport,X,Exports,2016,Million USD,13,,OECD,
US,United States of America,SK,Slovak Republic,SC1,Sea transport,X,Exports,2013,Million USD,1,,OECD,
US,United States of America,SK,Slovak Republic,SC1,Sea transport,X,Exports,2014,Million USD,1,,OECD,
US,United States of America,SK,Slovak Republic,SC1,Sea transport,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,SK,Slovak Republic,SC1,Sea transport,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,SV,El Salvador,SC1,Sea transport,X,Exports,2013,Million USD,15,,OECD,
US,United States of America,SV,El Salvador,SC1,Sea transport,X,Exports,2014,Million USD,16,,OECD,
US,United States of America,SV,El Salvador,SC1,Sea transport,X,Exports,2015,Million USD,15,,OECD,
US,United States of America,SV,El Salvador,SC1,Sea transport,X,Exports,2016,Million USD,16,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2005,Million USD,44,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2006,Million USD,68,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2007,Million USD,111,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2008,Million USD,93,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2009,Million USD,59,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2010,Million USD,67,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2011,Million USD,73,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2012,Million USD,75,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2013,Million USD,59,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2014,Million USD,63,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2015,Million USD,57,,OECD,
US,United States of America,TH,Thailand,SC1,Sea transport,X,Exports,2016,Million USD,56,,OECD,
US,United States of America,TR,Turkey,SC1,Sea transport,X,Exports,2013,Million USD,82,,OECD,
US,United States of America,TR,Turkey,SC1,Sea transport,X,Exports,2014,Million USD,88,,OECD,
US,United States of America,TR,Turkey,SC1,Sea transport,X,Exports,2015,Million USD,79,,OECD,
US,United States of America,TR,Turkey,SC1,Sea transport,X,Exports,2016,Million USD,68,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2005,Million USD,1257,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2006,Million USD,1009,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2007,Million USD,1265,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2008,Million USD,1329,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2009,Million USD,1068,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2010,Million USD,1163,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2011,Million USD,1385,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2012,Million USD,1458,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2013,Million USD,1506,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2014,Million USD,1568,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2015,Million USD,1602,,OECD,
US,United States of America,TW,Chinese Taipei,SC1,Sea transport,X,Exports,2016,Million USD,1620,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2005,Million USD,18,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2006,Million USD,33,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2007,Million USD,36,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2008,Million USD,54,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2009,Million USD,33,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2010,Million USD,37,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2011,Million USD,36,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2012,Million USD,40,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2013,Million USD,41,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2014,Million USD,43,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2015,Million USD,41,,OECD,
US,United States of America,VE,"Venezuela, Bolivarian Republic of",SC1,Sea transport,X,Exports,2016,Million USD,42,,OECD,
US,United States of America,VN,Viet Nam,SC1,Sea transport,X,Exports,2013,Million USD,84,,OECD,
US,United States of America,VN,Viet Nam,SC1,Sea transport,X,Exports,2014,Million USD,92,,OECD,
US,United States of America,VN,Viet Nam,SC1,Sea transport,X,Exports,2015,Million USD,70,,OECD,
US,United States of America,VN,Viet Nam,SC1,Sea transport,X,Exports,2016,Million USD,72,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2005,Million USD,17,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2006,Million USD,4,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2007,Million USD,3,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2008,Million USD,7,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2009,Million USD,2,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2010,Million USD,2,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2011,Million USD,0,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2012,Million USD,0,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,ZA,South Africa,SC1,Sea transport,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2005,Million USD,13,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2006,Million USD,36,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2007,Million USD,28,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2008,Million USD,19,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2009,Million USD,7,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2010,Million USD,15,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2011,Million USD,15,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2012,Million USD,31,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2013,Million USD,35,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2015,Million USD,36,,OECD,
US,United States of America,AR,Argentina,SC12,Freight  (Sea),M,Imports,2016,Million USD,34,,OECD,
US,United States of America,AT,Austria,SC12,Freight  (Sea),M,Imports,2013,Million USD,441,,OECD,
US,United States of America,AT,Austria,SC12,Freight  (Sea),M,Imports,2014,Million USD,488,,OECD,
US,United States of America,AT,Austria,SC12,Freight  (Sea),M,Imports,2015,Million USD,358,,OECD,
US,United States of America,AT,Austria,SC12,Freight  (Sea),M,Imports,2016,Million USD,271,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2005,Million USD,18,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2006,Million USD,47,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2007,Million USD,20,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2008,Million USD,36,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2009,Million USD,14,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2010,Million USD,30,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2011,Million USD,33,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2012,Million USD,49,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2013,Million USD,53,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2014,Million USD,53,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2015,Million USD,56,,OECD,
US,United States of America,AU,Australia,SC12,Freight  (Sea),M,Imports,2016,Million USD,54,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2006,Million USD,190,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2007,Million USD,146,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2008,Million USD,252,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2010,Million USD,262,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2011,Million USD,282,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2012,Million USD,277,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2013,Million USD,289,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2014,Million USD,290,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2015,Million USD,292,,OECD,
US,United States of America,BE,Belgium,SC12,Freight  (Sea),M,Imports,2016,Million USD,273,,OECD,
US,United States of America,BG,Bulgaria,SC12,Freight  (Sea),M,Imports,2013,Million USD,315,,OECD,
US,United States of America,BG,Bulgaria,SC12,Freight  (Sea),M,Imports,2014,Million USD,335,,OECD,
US,United States of America,BG,Bulgaria,SC12,Freight  (Sea),M,Imports,2015,Million USD,252,,OECD,
US,United States of America,BG,Bulgaria,SC12,Freight  (Sea),M,Imports,2016,Million USD,308,,OECD,
US,United States of America,BH,"Bahrain, Kingdom of",SC12,Freight  (Sea),M,Imports,2013,Million USD,3,,OECD,
US,United States of America,BH,"Bahrain, Kingdom of",SC12,Freight  (Sea),M,Imports,2014,Million USD,4,,OECD,
US,United States of America,BH,"Bahrain, Kingdom of",SC12,Freight  (Sea),M,Imports,2015,Million USD,7,,OECD,
US,United States of America,BH,"Bahrain, Kingdom of",SC12,Freight  (Sea),M,Imports,2016,Million USD,3,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2005,Million USD,230,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2006,Million USD,145,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2007,Million USD,70,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2008,Million USD,1116,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2009,Million USD,829,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2010,Million USD,950,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2011,Million USD,1009,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2012,Million USD,1012,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2013,Million USD,1102,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2014,Million USD,1097,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2015,Million USD,1127,,OECD,
US,United States of America,BM,Bermuda,SC12,Freight  (Sea),M,Imports,2016,Million USD,1053,,OECD,
US,United States of America,BN,Brunei Darussalam,SC12,Freight  (Sea),M,Imports,2013,Million USD,0,,OECD,
US,United States of America,BN,Brunei Darussalam,SC12,Freight  (Sea),M,Imports,2014,Million USD,0,,OECD,
US,United States of America,BN,Brunei Darussalam,SC12,Freight  (Sea),M,Imports,2015,Million USD,0,,OECD,
US,United States of America,BN,Brunei Darussalam,SC12,Freight  (Sea),M,Imports,2016,Million USD,0,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2005,Million USD,19,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2006,Million USD,44,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2007,Million USD,46,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2008,Million USD,31,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2009,Million USD,15,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2013,Million USD,54,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2014,Million USD,55,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2015,Million USD,51,,OECD,
US,United States of America,BR,Brazil,SC12,Freight  (Sea),M,Imports,2016,Million USD,50,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2005,Million USD,333,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2006,Million USD,101,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2007,Million USD,129,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2008,Million USD,344,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2009,Million USD,279,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2010,Million USD,364,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2011,Million USD,393,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2012,Million USD,368,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2013,Million USD,390,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2014,Million USD,395,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2015,Million USD,396,,OECD,
US,United States of America,CA,Canada,SC12,Freight  (Sea),M,Imports,2016,Million USD,378,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2005,Million USD,1586,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2006,Million USD,2770,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2007,Million USD,2361,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2008,Million USD,1920,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2009,Million USD,1219,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2010,Million USD,1587,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2011,Million USD,1687,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2012,Million USD,1785,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2013,Million USD,1952,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2014,Million USD,1940,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2015,Million USD,1940,,OECD,
US,United States of America,CH,Switzerland,SC12,Freight  (Sea),M,Imports,2016,Million USD,1940,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2005,Million USD,197,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2006,Million USD,411,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2007,Million USD,268,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2008,Million USD,238,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2009,Million USD,167,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2010,Million USD,202,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2011,Million USD,232,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2013,Million USD,267,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2014,Million USD,265,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2015,Million USD,273,,OECD,
US,United States of America,CL,Chile,SC12,Freight  (Sea),M,Imports,2016,Million USD,255,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2005,Million USD,1449,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2006,Million USD,3615,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2007,Million USD,3617,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2008,Million USD,1860,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2009,Million USD,1088,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2010,Million USD,1566,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2011,Million USD,1672,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2012,Million USD,1809,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2013,Million USD,1973,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2014,Million USD,1958,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2015,Million USD,2021,,OECD,
US,United States of America,CN,China,SC12,Freight  (Sea),M,Imports,2016,Million USD,1886,,OECD,
US,United States of America,CO,Colombia,SC12,Freight  (Sea),M,Imports,2013,Million USD,25,,OECD,
US,United States of America,CO,Colombia,SC12,Freight  (Sea),M,Imports,2014,Million USD,24,,OECD,
US,United States of America,CO,Colombia,SC12,Freight  (Sea),M,Imports,2015,Million USD,27,,OECD,
US,United States of America,CO,Colombia,SC12,Freight  (Sea),M,Imports,2016,Million USD,24,,OECD,
US,United States of America,CR,Costa Rica,SC12,Freight  (Sea),M,Imports,2013,Million USD,0,,OECD,
US,United States of America,CR,Costa Rica,SC12,Freight  (Sea),M,Imports,2014,Million USD,0,,OECD,
US,United States of America,CR,Costa Rica,SC12,Freight  (Sea),M,Imports,2015,Million USD,0,,OECD,
US,United States of America,CR,Costa Rica,SC12,Freight  (Sea),M,Imports,2016,Million USD,0,,OECD,
US,United States of America,CY,Cyprus,SC12,Freight  (Sea),M,Imports,2013,Million USD,2,,OECD,
US,United States of America,CY,Cyprus,SC12,Freight  (Sea),M,Imports,2014,Million USD,4,,OECD,
US,United States of America,CY,Cyprus,SC12,Freight  (Sea),M,Imports,2015,Million USD,2,,OECD,
US,United States of America,CY,Cyprus,SC12,Freight  (Sea),M,Imports,2016,Million USD,1,,OECD,
US,United States of America,CZ,Czech Republic,SC12,Freight  (Sea),M,Imports,2013,Million USD,0,,OECD,
US,United States of America,CZ,Czech Republic,SC12,Freight  (Sea),M,Imports,2014,Million USD,0,,OECD,
US,United States of America,CZ,Czech Republic,SC12,Freight  (Sea),M,Imports,2015,Million USD,0,,OECD,
US,United States of America,CZ,Czech Republic,SC12,Freight  (Sea),M,Imports,2016,Million USD,0,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2005,Million USD,2959,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2006,Million USD,2933,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2007,Million USD,2801,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2008,Million USD,2501,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2009,Million USD,1801,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2010,Million USD,2211,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2011,Million USD,2361,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2012,Million USD,2488,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2013,Million USD,2700,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2014,Million USD,2691,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2015,Million USD,2755,,OECD,
US,United States of America,DE,Germany,SC12,Freight  (Sea),M,Imports,2016,Million USD,2577,,OECD,
US,United States of America,DK,Denmark,SC12,Freight  (Sea),M,Imports,2013,Million USD,557,,OECD,
US,United States of America,DK,Denmark,SC12,Freight  (Sea),M,Imports,2014,Million USD,646,,OECD,
US,United States of America,DK,Denmark,SC12,Freight  (Sea),M,Imports,2015,Million USD,970,,OECD,
US,United States of America,DK,Denmark,SC12,Freight  (Sea),M,Imports,2016,Million USD,1065,,OECD,
US,United States of America,DO,Dominican Republic,SC12,Freight  (Sea),M,Imports,2013,Million USD,0,,OECD,
US,United States of America,DO,Dominican Republic,SC12,Freight  (Sea),M,Imports,2014,Million USD,0,,OECD,
US,United States of America,DO,Dominican Republic,SC12,Freight  (Sea),M,Imports,2015,Million USD,0,,OECD,
US,United States of America,DO,Dominican Republic,SC12,Freight  (Sea),M,Imports,2016,Million USD,0,,OECD,
US,United States of America,E27,European Union (27),SC12,Freight  (Sea),M,Imports,2007,Million USD,10581,,OECD,
US,United States of America,E27,European Union (27),SC12,Freight  (Sea),M,Imports,2008,Million USD,11605,,OECD,
US,United States of America,E27,European Union (27),SC12,Freight  (Sea),M,Imports,2009,Million USD,7918,,OECD,
US,United States of America,E27,European Union (27),SC12,Freight  (Sea),M,Imports,2010,Million USD,10026,,OECD,
US,United States of America,E27,European Union (27),SC12,Freight  (Sea),M,Imports,2011,Million USD,10683,,OECD,
US,United States of America,E27,European Union (27),SC12,Freight  (Sea),M,Imports,2012,Million USD,11062,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2006,Million USD,11730,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2007,Million USD,10581,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2008,Million USD,11605,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2009,Million USD,7918,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2010,Million USD,10026,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2011,Million USD,10683,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2012,Million USD,11088,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2013,Million USD,12082,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2014,Million USD,12019,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2015,Million USD,12354,,OECD,
US,United States of America,E28,European Union (28),SC12,Freight  (Sea),M,Imports,2016,Million USD,11545,,OECD,
US,United States of America,EE,Estonia,SC12,Freight  (Sea),M,Imports,2013,Million USD,38,,OECD,
US,United States of America,EE,Estonia,SC12,Freight  (Sea),M,Imports,2014,Million USD,25,,OECD,
US,United States of America,EE,Estonia,SC12,Freight  (Sea),M,Imports,2015,Million USD,18,,OECD,
US,United States of America,EE,Estonia,SC12,Freight  (Sea),M,Imports,2016,Million USD,11,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2005,Million USD,33,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2006,Million USD,22,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2007,Million USD,21,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2008,Million USD,117,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2009,Million USD,95,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2010,Million USD,122,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2011,Million USD,130,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2012,Million USD,137,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2013,Million USD,151,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2014,Million USD,150,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2015,Million USD,149,,OECD,
US,United States of America,ES,Spain,SC12,Freight  (Sea),M,Imports,2016,Million USD,139,,OECD,
US,United States of America,FI,Finland,SC12,Freight  (Sea),M,Imports,2013,Million USD,895,,OECD,
US,United States of America,FI,Finland,SC12,Freight  (Sea),M,Imports,2014,Million USD,941,,OECD,
US,United States of America,FI,Finland,SC12,Freight  (Sea),M,Imports,2015,Million USD,659,,OECD,
US,United States of America,FI,Finland,SC12,Freight  (Sea),M,Imports,2016,Million USD,652,,OECD,
US,United States of America,FR,France,SC12,Freight  (Sea),M,Imports,2005,Million USD,525,,OECD,
US,United States of America,FR,France,SC12,Freight  (Sea),M,Imports,2006,Million USD,1301,,OECD,
US,United States of America,FR,France,SC12,Freight  (Sea),M,Imports,2007,Million USD,1484,,OECD,
US,United States of America,FR,France,SC12,Freight  (Sea),M,Imports,2008,Million USD,980,,OECD,
US,United States of America,FR,France,SC12,Freight  (Sea),M,Imports,2009,Million USD,672,,OECD,
US,United States of America,FR,France,SC12,Freight  (Sea),M,Imports,2010,Million USD,825,,OECD,
US,United States of America,FR,France,SC12,Freight  (Sea),M,Imports,2011,Million USD,882,,OECD,
US,United States of America,FR,France,SC12,Freight  (Sea),M,Imports,2012,Million USD,926,,OECD,
